actor_slug,name,category,description,long_description,address,postal_code,county,county_slug,municipality,municipality_slug,city,area,lat,lng,phone,email,website,instagram,opening_hours,opening_hours_osm,tags,benefits,how_to_use,image,nationwide,service_area_county_slugs,service_area_municipality_slugs
nilsen-tv-service-arendal,Nilsen TV-service,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Nilsen TV-service i Arendal bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Bamseveien 20,4844,Agder,agder,Arendal,arendal,Arendal,,58.4816241,8.7717657,92224422,,,,,,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
terjesen-elektronikk-arendal,Terjesen Elektronikk,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Terjesen Elektronikk i Arendal bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Industritoppen 17,4848,Agder,agder,Arendal,arendal,Arendal,,58.454589999999996,8.7197461,37088880,,http://www.terjesenelektronikk.no/,,mandag: 09:00-16:00|tirsdag: 09:00-16:00|onsdag: 09:00-16:00|torsdag: 09:00-16:00|fredag: 09:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 09:00-16:00; Tu 09:00-16:00; We 09:00-16:00; Th 09:00-16:00; Fr 09:00-16:00; Sa off; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
elektroimportoren-arendal-arendal,Elektroimportøren Arendal,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Elektroimportøren Arendal i Arendal bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Sagvannsveien 42,4848,Agder,agder,Arendal,arendal,Arendal,,58.4655371,8.7100516,37179000,,https://www.elektroimportoren.no/,,mandag: 07:00-20:00|tirsdag: 07:00-20:00|onsdag: 07:00-20:00|torsdag: 07:00-20:00|fredag: 07:00-20:00|lørdag: 10:00-18:00|søndag: Stengt,Mo 07:00-20:00; Tu 07:00-20:00; We 07:00-20:00; Th 07:00-20:00; Fr 07:00-20:00; Sa 10:00-18:00; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
centrum-elektro-as-arendal,Centrum Elektro AS,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Centrum Elektro AS i Arendal bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Myreneveien 26C,4847,Agder,agder,Arendal,arendal,Arendal,,58.463569299999996,8.7484308,37005200,,https://www.centrum-elektro.no/,,mandag: 07:30-15:30|tirsdag: 07:30-15:30|onsdag: 07:30-15:30|torsdag: 07:30-15:30|fredag: 07:30-15:30|lørdag: Stengt|søndag: Stengt,Mo 07:30-15:30; Tu 07:30-15:30; We 07:30-15:30; Th 07:30-15:30; Fr 07:30-15:30; Sa off; Su off,electrician,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
bravida-arendal-elektro-service-arendal,Bravida Arendal Elektro Service,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Bravida Arendal Elektro Service i Arendal bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Frolandsveien 6,4847,Agder,agder,Arendal,arendal,Arendal,,58.46402839999999,8.745459799999999,37002600,,https://www.eea.no/,,mandag: 07:30-15:30|tirsdag: 07:30-15:30|onsdag: 07:30-15:30|torsdag: 07:30-15:30|fredag: 07:30-15:30|lørdag: Stengt|søndag: Stengt,Mo 07:30-15:30; Tu 07:30-15:30; We 07:30-15:30; Th 07:30-15:30; Fr 07:30-15:30; Sa off; Su off,electrician,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
richard-andersen-elektro-arendal-arendal,Richard Andersen Elektro Arendal,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Richard Andersen Elektro Arendal i Arendal bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Bedriftsveien 15,4841,Agder,agder,Arendal,arendal,Arendal,,58.475151000000004,8.8179343,37015800,,http://dinelektriker.com/,,mandag: 07:30-16:00|tirsdag: 07:30-16:00|onsdag: 07:30-16:00|torsdag: 07:30-16:00|fredag: 07:30-16:00|lørdag: Stengt|søndag: Stengt,Mo 07:30-16:00; Tu 07:30-16:00; We 07:30-16:00; Th 07:30-16:00; Fr 07:30-16:00; Sa off; Su off,electrician,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
arendal-sound-arendal,Arendal Sound,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Arendal Sound i Arendal bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Industritoppen 6C,4848,Agder,agder,Arendal,arendal,Arendal,,58.4578442,8.7204664,37715300,,http://www.arendalsound.com/,,mandag: Døgnåpent|tirsdag: Døgnåpent|onsdag: Døgnåpent|torsdag: Døgnåpent|fredag: Døgnåpent|lørdag: Døgnåpent|søndag: Døgnåpent,,manufacturer,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
batteri-elektro-as-mekonomen-arendal,Batteri Elektro AS (Mekonomen),reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Batteri Elektro AS (Mekonomen) i Arendal bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Frolandsveien 118,4848,Agder,agder,Arendal,arendal,Arendal,,58.4647539,8.729595699999999,37001222,,http://batterielektro.no/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,car repair,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
agder-el-installasjon-arendal-arendal,Agder El installasjon - Arendal,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Agder El installasjon - Arendal i Arendal bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Frolandsveien 6,4847,Agder,agder,Arendal,arendal,Arendal,,58.4645544,8.7444986,37258050,,http://aei.no/,,mandag: 07:30-15:30|tirsdag: 07:30-15:30|onsdag: 07:30-15:30|torsdag: 07:30-15:30|fredag: 07:30-15:30|lørdag: Stengt|søndag: Stengt,Mo 07:30-15:30; Tu 07:30-15:30; We 07:30-15:30; Th 07:30-15:30; Fr 07:30-15:30; Sa off; Su off,electrician,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
elon-grimstad-grimstad,Elon Grimstad,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Elon Grimstad i Grimstad bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Bergemoveien 40,4886,Agder,agder,Grimstad,grimstad,Grimstad,,58.3422849,8.556621699999999,37258777,,https://www.elon.no/butikker/grimstad/elon-grimstad,,mandag: 10:00-18:00|tirsdag: 10:00-18:00|onsdag: 10:00-18:00|torsdag: 10:00-18:00|fredag: 10:00-18:00|lørdag: 10:00-15:00|søndag: Stengt,Mo 10:00-18:00; Tu 10:00-18:00; We 10:00-18:00; Th 10:00-18:00; Fr 10:00-18:00; Sa 10:00-15:00; Su off,electronics store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
agder-el-installasjon-as-grimstad,Agder El installasjon AS,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Agder El installasjon AS i Grimstad bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Arendalsveien 40,4878,Agder,agder,Grimstad,grimstad,Grimstad,,58.34651329999999,8.5990673,37258070,,https://aei.no/,,mandag: 08:00-15:00|tirsdag: 08:00-15:00|onsdag: 08:00-15:00|torsdag: 08:00-15:00|fredag: 08:00-15:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-15:00; Tu 08:00-15:00; We 08:00-15:00; Th 08:00-15:00; Fr 08:00-15:00; Sa off; Su off,electrician,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
asen-elektroservice-as-grimstad,ÅSEN ELEKTROSERVICE AS,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,ÅSEN ELEKTROSERVICE AS i Grimstad bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,J. M. Uglands vei 3,4878,Agder,agder,Grimstad,grimstad,Grimstad,,58.357379,8.601104,95054501,,https://www.elektroservice.as/,,mandag: 09:00-15:00|tirsdag: 09:00-15:00|onsdag: 09:00-15:00|torsdag: 09:00-15:00|fredag: 09:00-15:00|lørdag: Stengt|søndag: Stengt,Mo 09:00-15:00; Tu 09:00-15:00; We 09:00-15:00; Th 09:00-15:00; Fr 09:00-15:00; Sa off; Su off,general contractor,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
grimstad-elektro-as-roresand,Grimstad Elektro AS,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Grimstad Elektro AS i Roresand bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Roresanden 137,4885,Agder,agder,Roresand,roresand,Roresand,,58.350268,8.5386883,37040030,,http://www.grimstadelektro.no/,,mandag: 07:30-15:30|tirsdag: 07:30-15:30|onsdag: 07:30-15:30|torsdag: 07:30-15:30|fredag: 07:30-15:30|lørdag: Stengt|søndag: Stengt,Mo 07:30-15:30; Tu 07:30-15:30; We 07:30-15:30; Th 07:30-15:30; Fr 07:30-15:30; Sa off; Su off,electrician,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
ingeman-stad-agder-musikk-grimstad,Ingeman Stad Agder musikk,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Ingeman Stad Agder musikk i Grimstad bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Voss gate 1,4878,Agder,agder,Grimstad,grimstad,Grimstad,,58.3420632,8.596352699999999,37040542,,,,mandag: Stengt|tirsdag: Stengt|onsdag: 10:00-16:00|torsdag: 10:00-16:00|fredag: 10:00-16:00|lørdag: 10:00-14:00|søndag: Stengt,Mo off; Tu off; We 10:00-16:00; Th 10:00-16:00; Fr 10:00-16:00; Sa 10:00-14:00; Su off,store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
grimstad-lyd-og-bildeservice-ans-grimstad,Grimstad Lyd Og Bildeservice Ans,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Grimstad Lyd Og Bildeservice Ans i Grimstad bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Bergemoveien 29,4886,Agder,agder,Grimstad,grimstad,Grimstad,,58.3405132,8.5545789,37046110,,,,,,point of interest,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
elektrofiks-as-vennesla,Elektrofiks AS,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Elektrofiks AS i Vennesla bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Tjønnvoll Industriområde 8,4706,Agder,agder,Vennesla,vennesla,Vennesla,,58.2584898,7.9661804,38153030,,http://www.elektrofiks.no/,,mandag: 08:00-13:00|tirsdag: 08:00-14:00|onsdag: 08:00-14:00|torsdag: 08:00-14:00|fredag: 08:00-13:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-13:00; Tu 08:00-14:00; We 08:00-14:00; Th 08:00-14:00; Fr 08:00-13:00; Sa off; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
rhe-risor-heis-og-elektroservice-risor,RHE Risør Heis og Elektroservice,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,RHE Risør Heis og Elektroservice i Risør bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Hestemyrveien 14,4950,Agder,agder,Risør,risor,Risør,,58.71315560000001,9.1701999,37152200,,http://www.risorelektro.no/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,electrician,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
tvedestrand-elektro-as-downlights-el-bil-lader-el-bil-lader-elektrisk-bil-lader-tvedestrand,Tvedestrand Elektro AS / Downlights / El Bil lader / EL-bil lader / Elektrisk bil lader,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Tvedestrand Elektro AS / Downlights / El Bil lader / EL-bil lader / Elektrisk bil lader i Tvedestrand bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Vestervei 7,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.622833099999994,8.924546,37161530,,http://www.tvedestrandelektro.no/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,electrician,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
rta-as-risor,RTA AS,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,RTA AS i Risør bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Hestemyrveien 21,4950,Agder,agder,Risør,risor,Risør,,58.71212920000001,9.170305899999999,37143600,,http://www.rta.no/,,mandag: 07:00-15:00|tirsdag: 07:00-15:00|onsdag: 07:00-15:00|torsdag: 07:00-20:00|fredag: 07:00-15:00|lørdag: Stengt|søndag: Stengt,Mo 07:00-15:00; Tu 07:00-15:00; We 07:00-15:00; Th 07:00-20:00; Fr 07:00-15:00; Sa off; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
fagelektro-as-tvedestrand,Fagelektro AS,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Fagelektro AS i Tvedestrand bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Østre Grenstøl 24,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.615131999999996,8.905651899999999,37161133,,https://fagelektro.no/?utm_source=google&utm_medium=bedriftsprofil,,mandag: 08:00-15:00|tirsdag: 08:00-15:00|onsdag: 08:00-15:00|torsdag: 08:00-15:00|fredag: 08:00-15:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-15:00; Tu 08:00-15:00; We 08:00-15:00; Th 08:00-15:00; Fr 08:00-15:00; Sa off; Su off,electrician,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
staerk-elektro-as-tvedestrand,Stærk Elektro AS,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Stærk Elektro AS i Tvedestrand bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Industriveien 11,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.627240699999994,8.9176146,37150014,,https://www.starkelektro.no/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,electrician,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
tempe-as-risor,Tempe AS,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Tempe AS i Risør bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Caspersens vei 81,4956,Agder,agder,Risør,risor,Risør,,58.7126325,9.1933615,37150015,,https://www.tempe.no/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
elektro-skagerrak-as-risor,Elektro Skagerrak AS,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Elektro Skagerrak AS i Risør bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Grønningveien 37A,4956,Agder,agder,Risør,risor,Risør,,58.7171129,9.216847399999999,37143914,,http://www.elektro-skagerrak.no/,,mandag: 07:00-15:15|tirsdag: 07:00-15:15|onsdag: 07:00-15:15|torsdag: 07:00-15:15|fredag: 07:00-15:15|lørdag: Stengt|søndag: Stengt,Mo 07:00-15:15; Tu 07:00-15:15; We 07:00-15:15; Th 07:00-15:15; Fr 07:00-15:15; Sa off; Su off,electrician,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
macdonald-it-tjenester-risor,MacDonald IT-tjenester,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,MacDonald IT-tjenester i Risør bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Riggen 14C,4956,Agder,agder,Risør,risor,Risør,,58.713417,9.2144013,48075320,,,,,,,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
safe-control-fdv-as-tvedestrand,Safe Control FDV AS,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Safe Control FDV AS i Tvedestrand bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Østre Grenstøl 6,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.6139121,8.9039874,90042298,,https://www.safecontrol.no/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
bademiljo-risor-paulsen-sonn-as-risor,Bademiljø Risør Paulsen & Sønn AS,reparasjon,Reparasjonsverksted for elektronikk og hverdagsutstyr.,Bademiljø Risør Paulsen & Sønn AS i Risør bidrar til en mer sirkulær økonomi. Reparasjonsverksted for elektronikk og hverdagsutstyr. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Grønningveien 35,4956,Agder,agder,Risør,risor,Risør,,58.7172655,9.2180821,37150520,,https://www.bademiljo.no/finn-rorlegger-og-butikk/agder/paulsen-og-sonn-as/?utm_source=gmb_bademiljo_paulsen_sonn_risor&utm_medium=gmb&utm_campaign=klikket_gmb_lenke&utm_id=gmb_klikk_gmb,,mandag: 07:30-16:00|tirsdag: 07:30-16:00|onsdag: 07:30-16:00|torsdag: 07:30-17:00|fredag: 07:30-16:00|lørdag: Stengt|søndag: Stengt,Mo 07:30-16:00; Tu 07:30-16:00; We 07:30-16:00; Th 07:30-17:00; Fr 07:30-16:00; Sa off; Su off,plumber,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
